user_name,user_statuses_count,user_followers_count,user_friends_count,user_verified,user_utc_offset,user_location,user_lang,user_time_zone,user_created_at_timestamp,user_protected,user_description,user_gender,user_country,user_state,user_city
318,1930,47,0,False,,,zh-CN,,1481830034.0,False,有关 Google 的中文消息，信息抓取自各大中文媒体。https://t.co/6WlAYAvy2V,,,,
321,258741,822,101,False,,亜細亜圏日本列島本州近畿,ja,,1273962784.0,False,所謂カウンター・インテリジェンス。ツイート上限が理由で 田仁翠蔭 （ tian2ren2 ）に移転しました。　翠鑲玉嵌雝華貴　陰徳祥照福永年　ツイッター内のポジションは陰の大端役で御願いします。,,,,
322,5655,10159,199,False,, 香港,zh-cn,,1252106441.0,False,Co-China願意做這個時代的逆行者：用認真的態度言說與做事。我們認真對待每項議題、每位讀者、每個細節；同樣，亦認真對待我們認可的理念與價值。因為認真，我們謹慎對待每一句話、每一個字，力求言行一致；因為認真，我們真心相信我們所講，因此努力踐行。https://t.co/bCWgYj1Skb,,Hong Kong S.A.R.,Kowloon City,Hong Kong
323,294006,4385,3826,False,,Zurich,en,,1291377651.0,False,百年世界网日志我们通知我们自己的主观最新新闻关于历史、政治、科学、信息和通讯技术从全球性眼光。,,Switzerland,Zürich,Zürich
324,104216,79358,50,True,,博采天下真知灼见  广议昨天今天明天,en,,1234510983.0,False,美国之音中文网推特@voachinese,,,,
325,9343,125,392,False,,,zh-CN,,1509462774.0,False,在百度搜索''blackmart''或者''谷歌空间''，在这二个安卓手机应用商店里搜索vpn，下载一个翻墙软件，再下载一个谷歌(火弧)浏览器就可以翻墙了,M,,,
326,153897,234383,9098,True,,Beijing,zh-CN,,1178071725.0,False,"安替, founder of Caixin Globus, veteran journalist on Int'l affairs, Harvard Nieman Fellow '08, TED speaker, an advocate for Internet Freedom and Globalization.",M,China,,
326,153897,234383,9098,True,,Beijing,zh-CN,,1178071725.0,False,"安替, founder of Caixin Globus, veteran journalist on Int'l affairs, Harvard Nieman Fellow '08, TED speaker, an advocate for Internet Freedom and Globalization.",M,,,
327,2374,47,18,False,,"XuHui/ MinHang, Shanghai",zh-CN,,1245267735.0,False,"本地人(至少五代上海土著), B.S. in Statistics, 七年西南位育中學學生, 還沒想好自己要成爲什麽樣的人",,China,,
328,3499,182,1470,False,,,en,,1532996649.0,False,The CCP regime is anti-humanity and anti-universal value. Its existence is a shame for the Chinese people and a shame for human beings.God save us.USA save us.,,,,
329,80997,874,971,False,,E:\Asia\China\Kwangtung\Canton,en,,1300308115.0,True,廢青,,,,
330,4214,16,250,False,,,zh-tw,,1489624946.0,True,,,,,
331,2081,359,338,False,,,en,,1464117599.0,False,,M,,,
332,185173,5954,98,False,,淪陷區,zh-TW,,1264924332.0,False,無才無知/不明真相/尋找良心/未敢沉默                  獨而不群/群而不黨               （鎖推者謝絕follow）,,,,
332,185173,5954,98,False,,淪陷區,zh-TW,,1264924332.0,False,無才無知/不明真相/尋找良心/未敢沉默                  獨而不群/群而不黨               （鎖推者謝絕follow）,,China,,
335,3236,981,27,False,,,en,,1225806986.0,False,右派，GFWeb,,,,
336,4633,141,144,False,,,en,,1474183701.0,False,"Human & Animal Rights Walking Between Two WorldsFighting for Truth, Goodness & Beauty ANTI CCP * ANTI PRC * FUCK GFW * FREE CHINA",,,,
337,8,3,91,False,,,zh-cn,,1447745814.0,False,,,,,
338,11984,33,88,False,,,zh-tw,,1317520429.0,False,A process of fostering learning in life as it is lived,,,,
339,229440,113441,1918,False,,,zh-tw,,1409747007.0,False,報導中國新聞，尤其是報導中國不能報的新聞,,United States of America,,
341,11455,249,840,False,,People's Republic of China,zh-CN,,1487476193.0,False,乌兰铱金🌸一个中国人互联网上的名字🌠无神论者🌿相信从来就没有什么救世主！也不靠神仙皇帝！要创造人类的幸福！全靠劳动者创造🎶新闻和资讯为每一个前进的人提供了时间与社会同步的思想🍎置身于这人类最丰富的信息中🍅愿我们每一个人都能收获鼓励🌹收获自由🌸在北京关注着世界和平🌸关注世界政治🌸经济🌸安全,,China,,
342,3835,7,7,False,,,zh-cn,,1420418205.0,False,,,,,
343,276535,188,2,False,,,zh-cn,,1241689013.0,False,这里是@moohuo 关注的信息流,,,,
345,21327,48921,2452,True,,"Washington DC, USA",zh-cn,,1367285758.0,False,"George Weiping Qin, Economist, Columnist.秦偉平，經濟學者，《平論》脱口秀主持人，髙地智庫研究員，中青會會镸，秦朝資本CEO，2028美国国会议员参选人。《中國危機大逃亡》（售價99美元），歡迎 PayPal（Weipingqin1980@gmail.com) 付費購買電子書。",,United States of America,District of Columbia,"Washington, D.C."
347,2211,257,1337,False,,San Diego,zh-tw,,1296634986.0,False,上过山，炼过丹。喜欢安逸舒适的生活， 25岁的脸，45岁的心。,,United States of America,California,San Diego
349,14278,615,520,False,,"San Francisco, CA",en,,1249624918.0,False,can't stop thinking better ways of doing things,,China,,
350,12092,1264,2382,False,,,en,,1297242690.0,False,,,,,
351,999,5,0,False,,,en,,1498091668.0,False,,,,,
352,5705,195,183,False,,,zh-CN,,1521303984.0,False,国家不民主，何来的希望！,,,,
353,47894,3003,3780,False,,Hong Kong,en,,1249635257.0,False,奪取 複製 收代,,Hong Kong S.A.R.,Kowloon City,Hong Kong
354,270049,4101,11,False,,,zh-cn,,1412901153.0,False,简·读(http://t.co/HlKJW7Snig)，站在巨人肩上看微博,,,,
357,787,52,121,False,,United States,zh-cn,,1499964963.0,False,只为苍生说人话，不为君王唱赞歌。,,United States of America,,
358,56894,170928,911,False,,"New York, USA",zh-tw,,1490351375.0,False,何频： 我們不是在叢林中遊戲，而是試圖建立媒體價值生態系統。  推特菜鳥（2017年3月24日），明镜老人（1991年1月1日）,,United States of America,New York,New York
359,18869,1347,643,False,,北京,zh-cn,,1180381250.0,False,专注于互联网数据研究、互联网数据调研、IT数据分析、互联网咨询机构数据、互联网权威机构，并致力为中国互联网研究和咨询及IT行业数据专业人员和决策者提供一个数据共享平台。 --联系方式：admin@199it.com,,China,Beijing,Beijing
360,47085,49591,140,False,,UC Berkeley,en,,1256724835.0,False,《中国数字时代》中文站官方推号 ||  英文站：@CDT || 翻墙利器推荐：https://t.co/h4dJYrWeGu ||  Telegram公开频道：https://t.co/5o45dhzpek || 发空白邮件至sub@chinadigitaltimes.net 订阅电邮,,United States of America,California,San Francisco
361,176,5,23,False,,中国,zh-cn,,1349120959.0,False,"Say what I want, do what I want. I want Freedom, Democracy and secure living environment.",,China,,
362,3089,69,103,False,,,zh-CN,,1514988749.0,False,,,,,
363,2318,43,61,False,,,zh-tw,,1524782837.0,False,,,,,
364,92478,17349,3601,False,,00870776713667,zh-CN,,1245703417.0,False,画小画儿的/拍小片儿的/玩小号儿的/玩小机机的/看小书的/听小书的/听小曲儿的/好各种新鲜小玩意儿的/耍个小剑小刀的/骑个小车儿的/拆个小po的/买各种小鸡的/,,,,
365,1435,66,75,False,,,en,,1403481734.0,False,"Hello! I'm Martin, nerdy fella, streams casually on twitch.",,Hong Kong S.A.R.,Kowloon City,Hong Kong
366,233420,91,0,False,,,en,,1302128925.0,False,,,,,
367,4340,1562,1820,False,,,en,,1329708321.0,False,,,,,
368,3755,13086,19,True,,"Tokyo-to, Japan",zh-cn,,1511914914.0,False,日经中文网是日本最大财经报日本经济新闻（简称日经新闻）的中文版。,,Japan,Tokyo,Tokyo
369,54062,228,600,False,,,zh-tw,,1396292208.0,True,"I am Caesar Lee from HK. I like nature, flowers and animals. You can also find me on Facebook, Instagram, Vimeo, Pinterest, Tumblr,Flickr: caesarlee0911.",,,,
370,7120,314,524,False,,,zh-Hans,,1394573626.0,False,,,,,
371,632157,1198,18,False,,,en,,1329204357.0,False,"🗣Sage Polyglot | 🍴Gastronomic Enthusiast | 🎓Benildean-LaSallian | ✈️Frequent Flier | 👣Business Traveller | 📴Lazily Yours, 侯塞雷 | ✒️Tweets Signed, JKChoy",,,,
373,4422,12828,129,False,,"New Jersey, USA",en,,1282785039.0,False,宁化飞灰，不作浮尘。,F,United States of America,New Jersey,New York
375,185,43,423,False,,,zh-cn,,1450288409.0,False,"A Postdoctoral Researcher on fluid dynamics, including multiphase turbulence and LES method.",,,,
376,195,615,74,False,,Shanghai CN,en,,1259393958.0,False,掷出窗外网；一本正经计划；major in Historical Geograpy @ FDU(Master) 2007-2012; major in Space Information Science @ WHU(BA) 2003-2007,,China,Shanghai,Shanghai
377,503,81,280,False,,,zh-cn,,1341595387.0,False,冷眼看世界，独立想问题。,,,,
378,31852,1693,76,False,,at the back of the moon,en,,1279130042.0,True,"I tweet what I read. I'm a book lover, a writer & a thinker. Not always thinking straight...",,Philippines,,
379,17609,2185,884,False,,,en,,1445394416.0,False,,,,,
380,10670,311,905,False,,墙内,zh-cn,,1400883518.0,True,,M,China,Jiangsu,
381,14305,214,272,False,,Malaysia,en,,1529257602.0,False,Trust tomorrow will be better.,M,Malaysia,Kuala Lumpur,Kuala Lumpur
382,500,23,0,False,,山西,zh-CN,,1498346592.0,False,善良,,,,
384,23437,1076,458,False,,"San Francisco, CA",en,,1176173811.0,False,人畜无害 · 爱啃蛋糕 · 缺乏睡眠 · 蛋白粉加酒 · Scala是最好的语言不服不辩 · 凡事岂能尽如人意，但求无~愧~我~心~ · 给你咸鱼~ | 投资推: @ZxPortfolio,,United States of America,California,San Francisco
385,21,2,43,False,,广东，中国,zh-cn,,1316022309.0,False,,M,,,
386,88737,2038,0,False,,,en,,1456471990.0,False,#せし魔,,,,
387,1770,73,423,False,,,en,,1535872144.0,False,如果有神存在，请将罪恶消灭掉。如果有机会，我想挣脱束缚。去看看那大千世界，而不是底端人口。,,,,
388,2395,118,903,False,,Macau,en,,1482965359.0,False,,,Macao S.A.R,,
389,5,5,97,False,,,en,,1498475020.0,False,,,,,
188,98029,331665,1454,True,,"Washington, DC",en,,1227517175.0,False,提供准确及时的新闻资讯以及评论，为多元意见及声音提供平台。RT≠Endorsement,F,United States of America,District of Columbia,"Washington, D.C."
391,1104,77,0,False,,,zh-cn,,1511072140.0,False,,,,,
392,27909,741,714,False,,Hangzhou,en,,1172637097.0,False,,,China,Zhejiang,Hangzhou
394,57282,2319,235,False,,,zh-cn,,1336693407.0,False,大事件  热XX门  热点新闻 Hot News,F,,,
395,42677,2364,763,False,,"Auckland, Auckland",en,,1267735078.0,False,戯言遣い //Professional accountant // RA & MPhil in Progress // Par @lemonci,,Japan,,
396,232654,11527,11746,False,,,zh-cn,,1445206985.0,False,"三退是指退出中共邪党及其附属的共青团、少先队等组织。目前越来越多的中国民众看透了中共邪党的真面目, 感受到了天灭中共的真实性和紧迫性, 纷纷声明脱离恶党, 抹去被强加的兽印, 从而自救保平安。每个人在退党网站上发表的“三退声明”, 可作为在天灭恶党清算其党徒时, 作为自身免受牵连的见证, 生命攸关, 无比严肃",,,,
397,48,0,4,False,,,ar,,1435068970.0,False,•عن العلاج و رآحتي هآت صوتكصوتك يجيب العآفيه ، ﻻ عدمته♡❤️,,,,
398,13225,503,299,False,,,zh-CN,,1442583722.0,False,,M,,,
399,387625,87,0,False,,China,en,,1282889664.0,False,Welcome to FKgz taobao com,,Philippines,National Capital Region,Manila
400,305,3,16,False,,,zh-tw,,1403882644.0,False,,,,,
401,33898,2233,3654,False,,,zh-cn,,1428090192.0,False,天网恢恢，善恶分明；苦海有边，生死一念。曾被历史上最邪恶的魔教所欺骗的人，曾被邪恶打上兽的印记的人，请抓住天网恢恢，善恶分明；苦海有边，生死一念。曾被历史上最邪恶的魔教所欺骗的人，曾被邪恶打上兽的印记的人，请抓住这稍纵即逝的良机！,,,,
402,385237,1259,772,False,,,de,,1358854625.0,False,,M,,,
403,8142,1017,300,False,,"Santiago, Chile",zh-CN,,1498662958.0,False,自由高于民主，反对独裁，反对大一统、幸福的秘密是自由，自由的秘密是勇敢。,M,Chile,Región Metropolitana de Santiago,Santiago
404,9633,131066,6138,False,,China,zh-cn,,1234775435.0,False,网民,,Philippines,National Capital Region,Manila
405,78,81,213,False,,江苏无锡市,zh-cn,,1285435436.0,False,拆迁是我永远的痛,,,,
406,3175,2039,236,False,,,zh-CN,,1495787520.0,False,历史教育的最高境界并不是为了灌输、传播仇恨与报复，而是明鉴过去和了解世界。,,,,
408,11680,64,258,False,,,zh-cn,,1468310294.0,False,,M,,,
409,1118,34,33,False,,"California, USA",zh-CN,,1523416794.0,False,只说真话，良知面前抛开一切。诅咒举报与冻结我帐号的人！,,United States of America,California,
411,51481,6486,3160,False,,,en,,1288028697.0,False,Wechat/Line:shejiajie墙内/公号：钢板樱桃 小店：https://t.co/Z1SPWk2AU8 /水瓶座/建筑男/生于80年代/loveis very deep but sex only has to go a few inches,,Philippines,National Capital Region,Manila
412,55615,13029,11357,False,,巴黎,zh-cn,,1294311400.0,False,自由撰稿人、网络记者笔名“巴黎动态” 邮件  tgzyyj@gmail.com脸书  http://t.co/cywLqQXc博客  http://t.co/C35ZmIeO,,,,
413,798,45,183,False,,,en,,1302563237.0,False,,,,,
414,262,5,46,False,,Hong Kong,en,,1495689066.0,False,,,Hong Kong S.A.R.,Kowloon City,Hong Kong
416,13461,145,461,False,,,en,,1488108855.0,False,,,,,
417,2688,174,349,False,,中华人民共和国,en,,1502839274.0,False,维权老兵.基督徒,,China,,
418,404050,689,995,False,,,ja,,1345980953.0,False,,,Japan,,
419,3644,17,223,False,,,en,,1315014381.0,False,,M,,,
421,4130,152,377,False,,Hong Kong,en,,1329009907.0,False,"Listen to the sound of Segmentation Fault || 倾听记忆体区段错误的声音 // @wslutilities, @WLinuxApp, and the dead @we_studio_uwp // HKUST CSE Student",M,Philippines,National Capital Region,Manila
422,68696,3508,1608,False,,Deep in the heart of Texas,en,,1245018402.0,False,"Born and raised Texan, but in the wrong place.
My Gab.ai account is also @GhostZodick",M,United States of America,Texas,
423,175945,13885,46,False,,USA,zh-cn,,1310656875.0,False,"中国禁闻网提供中国禁闻大全及免费禁书分享,被和谐中国新闻,大陆新闻,大陆新闻解读,中国禁闻和被和谐新闻。",F,United States of America,,
424,2288,200,46,False,,神州,en,,1493676602.0,False,,,,,
425,28910,1965,220,False,,,zh-CN,,1494053039.0,False,宪政梦患者*加国移民顾问,,,,
426,15299,511,728,False,,,zh-CN,,1492891046.0,False,心中永存信仰。努力用自身微弱的光，去溫暖身邊迷途的人,,,,
427,220254,425,365,False,,"29.79927,102.833535",zh-cn,,1299712623.0,False,,M,China,,
428,1359,35,177,False,,,zh-CN,,1464531407.0,False,,,,,
429,1366,6,37,False,,,zh-cn,,1464225013.0,False,,M,,,
430,55049,2683,416,False,,"England, United Kingdom",en-gb,,1441489212.0,False,基督徒 反专制 为公义呼吁 使我们扛得住洗脑的，唯有领人进入自由的道路、真理和生命。English account @alilyinvalley,,,,
431,4506,62,731,False,,"Melbourne, Victoria",zh-cn,,1497496779.0,False,"Single but lonely, compromise is torture!",,Australia,Victoria,Melbourne
432,79,72,936,False,,,en,,1210868759.0,False,,,,,
433,953244,54297,37434,False,,天下の台所,ja,,1415937094.0,False,適当にTwitterやっています。趣味もTwitterです。宜しくお願いします。,,Japan,Osaka,Osaka
434,8390,357,293,False,,china,en,,1250518463.0,False,"MD,DPT,MS,MBA. Ancient Rome, Canon in D, flute, foodie. proud atheist, ""yes, minister"" frenzist             头可断血可流，腰间不可积肥油",,United States of America,,
435,3598,23,171,False,,"East Region, Singapore",en,,1529983897.0,False,政府與政治,,Singapore,Central Singapore,Singapore
437,111496,1571,733,False,,亚洲,en,,1261228902.0,False,商报。中国，台湾，香港，澳门 http://t.co/3p9C8QR0aH,,China,Zhejiang,Hangzhou
438,6088,142,324,False,,"Asan-si, Republic of Korea",zh-cn,,1465112406.0,False,在韩国中国人 喜欢NBA，港台音乐，围棋,,South Korea,,
439,12640,536,1089,False,,"Mississauga, Ontario",zh-cn,,1492971927.0,False,,,,,
440,5381,152,90,False,,ulaanbaatar mongolia,en,,1400048740.0,False,,,Mongolia,Ulaanbaatar,Ulaanbaatar
441,1357,41,0,False,,,zh-CN,,1502408476.0,False,,,,,
442,814,114,165,False,,,zh-CN,,1493769836.0,False,作战，你也许会死；逃走，你会活下来……至少暂时是这样，然而多年以后，你会终老而死。你们今天愿意用这些来交换一个机会吗？就是今天，回到这里告诉我们的敌人，他们也许会夺去我们的生命，但他们永远夺不走我们的---自由！,,,,
443,407773,1269,16,False,,,en,,1391829631.0,False,Chinese News Collection,,,,
444,767,1,38,False,,,zh-cn,,1412037145.0,False,,,,,
445,10944,970,880,False,,Bay area， California USA,en,,1331584693.0,False,,F,United States of America,California,
446,12557,552,0,False,,"GuangZhou,GuangDong,China",en,,1276157494.0,False,国内各微博的广州信息同步BOT，仅为各位推特羊城居民提供本地相关信息，谢绝五毛fo，谢绝跨省追捕，谢谢。有疑问请@rionkdr,,China,Guangdong,Guangzhou
447,48,1,0,False,,,en,,1532907065.0,False,,,,,
448,80180,70,25,False,,中国,en,,1288139685.0,False,,F,China,,
450,22637,835,788,False,,,en,,1504738851.0,False,Austria,,,,
451,10477,1372,1062,False,,,en,,1503047756.0,False,Love blue sky.,,,,
452,7342,271,483,False,,中华人民共和国,zh-cn,,1456809530.0,False,梦想自由的人。,,,,
453,1358,2,39,False,,,zh-cn,,1412032120.0,False,,,,,
454,1350,121,1706,False,,People's Republic of China,en,,1244496477.0,False,不可知论者,,,,
455,63391,620,88,False,,Shanghai,en,,1335936546.0,False,,,China,Shanghai,Shanghai
456,1553,1017,0,False,,Beijing,zh-cn,,1472602917.0,False,,,,,
457,13603,176,1329,False,,,zh-CN,,1487437478.0,False,,F,,,
459,2228408,1122,987,False,,,en,,1250319174.0,False,,,,,
461,117448,2227,2297,False,,,zh-cn,,1302070755.0,False,欢迎互FO😊,,,,
462,12299,521,564,False,,USA,en,,1504895588.0,False,,F,United States of America,,
463,1093,43,75,False,,"Xi'an City, Shaanxi Province",zh-cn,,1324448730.0,True,To be a quantitative trader,,China,Shaanxi,Xian
464,82,8,78,False,,,zh-cn,,1394416782.0,True,类人中，永无人类的消息,,,,
466,20343,180,1227,False,,,zh-CN,,1526104771.0,False,,,,,
470,2350,10,48,False,,,zh-CN,,1499445769.0,False,,M,,,
471,974,35,80,False,,"shanghai,China",zh-tw,,1355735096.0,False,"""世界很美好，值得为此而努力奋斗……""；顶多同意后半句~。",M,China,Shanghai,Shanghai
472,18796,24860,2377,False,,New York,en,,1362704382.0,False,"Writer/Artivist, #Tiananmen survivor. Taught media @Princeton. Ex-producer @CNNi. #六四 倖存者。CNN等外媒當12年记者。曾在普林斯顿大學教授新闻。亞洲出版协會評為年度記者。現画画寫作玩音樂，愛好煽颠极权。環球時報譽為“失業家庭主婦”。",F,United States of America,New York,New York
473,853,4,29,False,,"Anjo-shi, Aichi",zh-Hans,,1420311312.0,False,,,,,
474,1906,529,825,False,,,zh-cn,,1326215431.0,False,,,,,
475,1821,268,315,False,,,zh-CN,,1506027374.0,False,79年在陕西宝鸡凤县铁路子校读初中时，和另外两个同学戏说逃港，被举报成了建挍以来唯一一次政治事件，因年龄小，蒙共党开恩未予追究，心灵留落下阴影，始知中国🇨🇳政治是恐怖的，89.64后唤起内心对政治的注意，二千年后在矿山从业期间中经历意外变故后，对中共社会在彻底绝望中觉醒，从此成为传播真相推墙倒共的民主人。,,,,
476,14410,14614,1004,False,,东邪西毒 China,en,,1260341571.0,False,喝酒跟喝水有什么不同...酒~愈喝越暖，水，则愈喝越冷!,,China,,
477,575,27,203,False,,Canterbury. UK,en,,1285315594.0,False,"PhD of Sociology, at University of Kent. UK",M,United Kingdom,South East,Dover
478,6992,39,54,False,,,zh-cn,,1504193574.0,False,反专制、更反传统文化思维。,,,,
480,30488,2037,0,False,,,zh-TW,,1496158991.0,False,杀光俺村的公鸡，天还是会亮的。,F,,,
481,12,5,43,False,,,zh-cn,,1383523856.0,False,,,,,
482,56054,24190,7777,False,,"New York, NY",en,,1304487723.0,False,"BETRAYING BIG BROTHER: THE FEMINIST AWAKENING IN CHINA, one of Vanity Fair's top eight political books of fall 2018 https://t.co/qIlSI6L0UY",F,United States of America,New York,New York
483,5610,483,13,False,,,zh-cn,,1511795984.0,False,非日经中文网官方账号，【Nikkei日经中文】推文均来自于日经中文网,,,,
484,34062,209,408,False,,中国湖南,zh-CN,,1495257241.0,False,,,,,
486,3118,14,45,False,,,zh-cn,,1519016445.0,False,,,,,
487,5215,1533,1657,False,,美国,zh-CN,,1282979410.0,True,极右；无门无派 / 自娱自乐  /自说自话。,,United States of America,,
489,4082,254,1627,False,,,zh-CN,,1326006036.0,False,,,,,
490,19594,1980,172,False,,"Arcadia, CA",en,,1247089943.0,False,Just have a little FAITH!,,Germany,Rheinland-Pfalz,Wiesbaden
491,1,3,47,False,,,en,,1427604712.0,False,近文駅,,Japan,,
492,69744,2341,10,False,,,zh-tw,,1320086537.0,False,关注中国的新闻。,F,,,
493,15383,30,34,False,,,zh-cn,,1296879889.0,False,,,,,
494,29505,249,166,False,,,zh-cn,,1500440034.0,False,私有制是自由的基石，是独立人格与现实批判的保障。无恒产者无恒心，无私产也就不可能有创新，更不可能具有良知和道德，全社都在逆淘汰中乱伦！那些高叫自由处心积虑要砸烂枷锁，却又追逐公有制的人们，只配被奴役。,,,,
495,755,1113,471,False,,江苏南通,zh-cn,,1370926487.0,False,铁窗囚禁两年多，初心不改为自由。枉法构陷岂过去，重整衣履接恶招。不求名声他言好 只为正义讨公道！（2011年1月11日合法房屋遭受非法偷拆，自此走上维权路。自学法律无偿帮助他人，申援公众事件呼吁社会公平正义。2015年11月20日，惨遭当局政治迫害，含冤入狱两年三个月，2018年2月19日自由！13615235498),M,,,
496,23858,243,179,False,,,en,,1508208936.0,False,,,,,
498,335,3,63,False,,Beijing,en-gb,,1502036654.0,False,,M,China,Beijing,Beijing
499,60572,4119,1696,False,,"taipei,taiwan",zh-tw,,1304279601.0,False,,,Taiwan,Taipei City,Taipei
500,45365,4417,1657,False,,china,en,,1250016143.0,True,enemy of the Tyranny,,China,,
502,21385,61432,68,False,,"Atlanta, GA",en,,1455017495.0,False,墙外华语时评文章、视频精选——网站：https://t.co/DH6s0CL4a7; 六四资料网站：https://t.co/ktJGznYcPH；电报群https://t.co/XBuOoJuz6V,,United States of America,Georgia,Atlanta
88,179703,746130,160,True,,通晓美中大事 锁定美国之音,en,,1186940214.0,False,美国之音中文官方推特,,United States of America,District of Columbia,"Washington, D.C."
88,179703,746130,160,True,,通晓美中大事 锁定美国之音,en,,1186940214.0,False,美国之音中文官方推特,,,,
88,179703,746130,160,True,,通晓美中大事 锁定美国之音,en,,1186940214.0,False,美国之音中文官方推特,,United States of America,Virginia,"Washington, D.C."
254,50829,93861,3345,False,,New York Metropolitan Area,en,,1287094232.0,False,八九六四广场最后撤离，遭通缉入秦城。人道中国共同创办人.Student Leader in Beijing 1989. Co-founder of Humanitarian China https://t.co/7ZO1xhTMIx 结束专制，民主必战胜归来。,,United States of America,California,San Francisco
505,6664,1907,2,False,,,en,,1396675220.0,False,,F,,,
506,18036,6,0,False,,,en,,1406819866.0,False,"Automated spew of bits machines see online, some of which *may* be relevant to Internet freedom. See @OpenTechFund for the curated.",,,,
126,104008,17221,4848,False,,ShenZhen,zh-cn,,1254162143.0,False,人民不需要自由，这是最好的年代。电报留言直达[https://t.co/fI5pqZyK1Z]。 本号@szshu，老号@liveshenzhen，小号@shenzhenshu。如果三天没更新可能被锁号了，请查阅备用号是否更新；如果三个月没更新可能挂了，请追思。,,China,Guangdong,Shenzhen
508,14556,1644,750,False,,,zh-cn,,1353559533.0,False,戚钦宏男生日一九六二年十月二十七日广西钦州市水务公司员工目前为安全部稽查部付主仼多年前突破网禁发文数百万曾是自由中国论坛中国人权论坛等专栏作家曾多次被警方传唤及抄家还被行拘七天后拿回电脑开通新浪微博被销号注册qq被封杀今天开通推特郑重推出长篇纪实民主梦期待海内外同仁多关注20141010微信abc13737771350,,,,
509,10149,2277,1386,False,,uk,en,,1306313161.0,False,希望之声记者,,United Kingdom,,
510,1882,267,360,False,,startv,zh-CN,,1249579969.0,False,"民主 自由，和平，历史的先声，Geek, Programmer, Open Source粉,云粉,Google粉,GFW黑",,,,
511,31231,8460,3200,False,,美利坚,zh-CN,,1435387685.0,False,Destroy the evil Chinese Communist Party! free! democracy! human rights!✊ 原推特号丢失（@fndhy123）天黑黑,,,,
512,13553,462,191,False,,,en,,1258586339.0,False,,,,,
513,19,2,11,False,,,zh-cn,,1384214156.0,False,,,,,
514,7809,475,123,False,,陶森特,zh-cn,,1501963007.0,False,ACCD畢業，遊戲公司主美。第三和第五魔法使。人间火箭发射器。网络分身。爱爆粗口，极端暴力。不喜勿关,F,,,
515,22597,241,49,False,,Toronto,en,,1244361317.0,True,你们必晓真理，真理必叫你们得以自由 (約翰福音 8:32),,Canada,Ontario,Toronto
516,15544,272,877,False,,,zh-CN,,1502689226.0,False,追逐文明，与真善美同行！☕,,,,
519,1149,2609,354,False,,,zh-tw,,1410259668.0,False,新疆、維吾爾、東土耳基斯坦的新聞與評論,,,,
520,8774,1813,4908,False,,Hubei,zh-cn,,1532125289.0,False,有凌云梦，缺英雄胆。,,China,,
521,8914,179,146,False,,,zh-TW,,1491055120.0,False,一切的罪惡源於共匪這個體制！,,,,
523,2445,2562,636,False,,,zh-cn,,1512178475.0,False,,,,,
524,56867,49236,732,False,,香港,en,,1259011672.0,False,《廣場活碑》，良心犯一個也嫌多，釋放所有政治犯。http://t.co/uqAoqzfuND,M,Hong Kong S.A.R.,Kowloon City,Hong Kong
525,47214,8947,0,False,,,en,,1400012219.0,False,,F,,,
526,489,28,171,False,,漆黑之国,zh-cn,,1376309778.0,False,中國語注意。 日本語苦手。低浮上。しんけん!!。歌仙むつみちゃん大好き。百合好き。成人済み。心理状况不妙的成年人。什么都得不到。什么都没有。weibo:@业界废人班诺修,M,,,
527,3953,252,758,False,,Canada,en,,1287057969.0,False,,M,Canada,Ontario,
528,1131,49,46,False,,,zh-cn,,1493776180.0,False,,,,,
529,69000,1000,1467,False,,尾張の国,ja,,1299971866.0,False,「まんが・アニメ」が大好きな二児（うち一人は広汎性発達障碍児）と猫（キジトラ）の母。Ｊ－ＮＳＣ会員。,F,Japan,,
530,346204,541,877,False,,,de,,1358855582.0,False,Menschlichkeit opfern für das Freihandelsabkommen - was für ein Vorbild!,,,,
532,16050,501,1404,False,,,zh-CN,,1513484309.0,False,,,,,
533,5418,199,17,False,,BEIJING,en,,1293763227.0,False,我来自北京，很高兴认识你！,,China,Beijing,Beijing
535,1046,74,164,False,,,en,,1530749740.0,False,,F,,,
536,18240,281,266,False,,趙國,zh-Hans,,1419957260.0,False,已退口炮協會，等你们回來。文化初中，行武出身。沒背景，无資本。喜思考，好质疑。只想為我的孩子未來战斗爭取一片真實的藍天,,,,
537,19793,10836,4471,False,,東京 新宿区,zh-cn,,1489813323.0,False,央视为茅台做广告，酒中有塑化剂。三鹿做广告奶粉吃死人。果粒橙做广告，饮料有农药。美好时光海苔广告，石灰干燥剂连连致孩子失明！#这里是中国！#美国判果冻梗塞喉咙判决生产果冻台湾公司赔付1670 万美元。喜之郎果冻噎死三龄童江汉区法院判决驳回原告的诉讼请求,,Japan,Tokyo,Tokyo
538,961,32,134,False,,浙江杭州,zh-cn,,1359443197.0,False,,,,,
539,28629,23,0,False,,,zh-cn,,1325700311.0,False,,M,,,
540,122142,517,413,False,,"日本大阪府枚方市 Osaka, JAPAN",ja,,1279081204.0,False,香港の民主を支持／うずまき中華／無党派／愛日本、愛香港／8~90's香港電影／天安門事件を忘れない／我對香港・台灣・中國及中華文化世界有興趣。在自學中文。,,Japan,,
